,watt,Ir,Iy,Ib,Vr,Vy,Vb,PF,distance
1243,24,10.120000000000001,1.61,6.13,238.93,241.09,240.76000000000002,0.954,360
1244,24,10.28,1.51,7.09,247.83,249.21,249.66,0.956,360
1245,24,10.26,1.51,7.07,248.47,250.29000000000002,250.66,0.956,360
1246,24,10.24,1.51,7.07,248.61,250.43,250.86,0.955,360
1247,24,10.19,1.51,7.04,249.76000000000002,251.51000000000002,252.14000000000001,0.955,360
1248,24,10.19,1.5,7.04,249.91,251.54000000000002,252.11,0.955,360
1249,24,10.19,1.5,7.04,249.77,251.59,252.21,0.955,360
1250,24,10.200000000000001,1.5,7.0600000000000005,249.32000000000002,251.19,251.46,0.955,360
1251,24,10.19,1.5,7.04,249.66,251.54000000000002,251.93,0.956,360
1252,24,10.19,1.5,7.05,249.60000000000002,251.44,251.86,0.955,360
1253,24,10.24,1.51,7.08,248.84,250.58,251.20000000000002,0.956,360
1254,24,10.24,1.51,7.09,248.04000000000002,250.05,250.38,0.955,360
1255,24,10.22,1.51,7.09,248.14000000000001,250.02,250.33,0.955,360
1256,24,10.200000000000001,1.51,7.09,248.34,249.93,250.43,0.955,360
1257,24,10.200000000000001,1.51,7.09,247.75,249.5,249.81,0.955,360
1258,24,10.24,1.51,7.09,246.49,248.13,248.4,0.955,360
1259,24,10.21,1.52,7.08,247.19,248.54000000000002,249.03,0.956,360
1260,24,10.21,1.51,7.08,247.23000000000002,248.62,249.19,0.952,390
1261,24,10.25,1.52,7.11,245.89000000000001,247.41,248.03,0.953,390
1262,24,10.24,1.52,7.1000000000000005,246.45000000000002,248.0,248.31,0.953,390
1263,24,10.26,1.52,7.12,245.38,247.08,247.34,0.952,390
1264,24,10.290000000000001,1.53,7.13,244.61,246.10000000000002,246.52,0.953,390
1265,24,10.28,1.53,7.140000000000001,244.4,246.06,246.62,0.953,390
1266,24,10.3,1.53,7.15,244.26000000000002,246.01000000000002,246.31,0.953,390
1267,24,10.36,1.53,7.180000000000001,243.09,244.87,245.04000000000002,0.952,390
1268,24,10.370000000000001,1.54,7.2,243.68,245.32000000000002,245.79000000000002,0.953,390
1269,24,10.370000000000001,1.53,7.2,242.55,244.11,244.31,0.953,390
1270,24,10.35,1.54,7.180000000000001,243.02,244.63,245.01000000000002,0.952,390
1271,24,10.370000000000001,1.54,7.2,242.31,243.55,243.73000000000002,0.952,390
1272,24,10.39,1.54,7.2,241.96,243.14000000000001,243.45000000000002,0.953,390
1273,24,10.31,1.53,7.17,243.46,245.09,245.55,0.953,390
1274,24,10.32,1.53,7.19,242.91,244.52,244.86,0.953,390
1275,24,10.290000000000001,1.53,7.180000000000001,243.35000000000002,244.92000000000002,245.10000000000002,0.953,390
1276,24,10.21,1.52,7.15,244.86,246.75,246.76000000000002,0.953,390
1277,24,10.34,1.54,6.6000000000000005,241.77,243.54000000000002,243.89000000000001,0.952,390
1278,24,10.33,1.54,6.61,241.91,243.8,243.86,0.952,390
1279,24,10.35,1.54,6.640000000000001,241.3,243.18,243.24,0.952,390
1280,24,10.4,1.54,6.65,240.43,242.5,242.48000000000002,0.952,390
1281,24,10.38,1.54,6.640000000000001,240.84,242.59,242.59,0.952,390
1282,24,10.41,1.55,6.680000000000001,240.24,242.19,242.18,0.952,390
1283,24,10.4,1.55,6.65,240.63,242.71,242.64000000000001,0.952,390
1284,24,10.39,1.55,6.67,241.11,243.06,242.97,0.951,390
1285,24,10.39,1.57,6.69,241.89000000000001,243.95000000000002,243.86,0.951,390
1286,24,10.48,1.5,6.11,251.55,253.63,253.93,0.951,390
1287,24,10.5,1.49,7.0200000000000005,251.11,253.13,253.33,0.953,390
1288,24,10.49,1.49,7.0,251.47,253.55,253.85000000000002,0.953,390
1289,24,10.44,1.49,6.98,252.94,254.81,255.21,0.952,390
1290,24,10.43,1.49,6.970000000000001,253.33,255.16,255.61,0.95,420
1291,24,10.41,1.48,6.96,254.12,255.73000000000002,256.21,0.95,420
1292,24,10.47,1.49,7.0,252.32000000000002,254.24,254.3,0.95,420
1293,24,10.46,1.49,7.0,252.67000000000002,254.20000000000002,254.72,0.95,420
1294,24,10.5,1.49,7.01,251.8,253.58,253.83,0.949,420
1295,24,10.49,1.49,7.0,251.68,253.56,254.06,0.949,420
1296,24,10.49,1.94,7.01,251.54000000000002,252.89000000000001,253.66,0.951,420
1297,24,10.5,1.5,7.0,251.75,253.34,253.83,0.95,420
1298,24,10.540000000000001,1.51,7.05,249.54000000000002,251.24,251.82000000000002,0.95,420
1299,24,10.47,1.5,7.01,251.29000000000002,252.86,253.45000000000002,0.95,420
1300,24,10.450000000000001,1.5,7.0,251.38,253.08,253.62,0.949,420
1301,24,10.09,1.5,7.01,251.36,252.96,253.52,0.949,420
1302,24,10.49,1.5,7.04,250.17000000000002,251.79000000000002,252.37,0.949,420
1303,24,10.47,1.5,7.03,250.87,252.31,252.82000000000002,0.95,420
1304,24,10.52,1.51,7.0600000000000005,248.98000000000002,250.53,250.9,0.95,420
1305,24,10.53,1.5,7.09,248.13,249.77,250.13,0.95,420
1306,24,10.540000000000001,1.51,7.08,248.14000000000001,249.84,250.27,0.95,420
1307,24,10.540000000000001,1.51,7.08,247.37,249.41,249.60000000000002,0.95,420
1308,24,10.56,1.51,6.48,247.65,249.59,249.73000000000002,0.949,420
1309,24,10.19,1.51,6.48,247.87,249.84,249.81,0.948,420
1310,24,10.53,1.51,7.1000000000000005,247.44,249.32000000000002,249.4,0.95,420
1311,24,10.540000000000001,1.51,7.11,247.16,248.93,249.21,0.949,420
1312,24,10.55,1.51,7.13,246.37,248.22,248.36,0.95,420
1313,24,10.56,1.51,7.11,246.48000000000002,248.23000000000002,248.26000000000002,0.949,420
1314,24,10.58,1.52,6.51,245.81,247.71,247.76000000000002,0.949,420
1315,24,10.540000000000001,1.51,6.48,246.55,248.66,248.84,0.949,420
1316,24,10.59,1.52,6.51,245.59,247.39000000000001,247.60000000000002,0.949,420
1317,24,10.620000000000001,1.53,6.5600000000000005,244.5,246.46,246.5,0.948,420
1318,24,10.63,1.53,7.15,244.85000000000002,246.83,247.0,0.95,420
1319,24,10.69,1.53,7.180000000000001,243.63,245.32000000000002,245.42000000000002,0.949,420
1320,24,10.68,1.53,7.180000000000001,243.84,245.69,245.58,0.947,450
1321,24,10.290000000000001,1.53,7.2,243.27,245.13,245.13,0.946,450
1322,24,10.73,1.54,6.62,242.26000000000002,244.39000000000001,244.33,0.946,450
1323,24,10.51,1.5,7.07,251.11,252.65,252.97,0.947,450
1324,24,10.51,1.5,7.0600000000000005,250.96,252.70000000000002,252.87,0.946,450
1325,24,10.450000000000001,1.5,7.0200000000000005,252.52,254.39000000000001,254.53,0.947,450
1326,24,10.41,1.49,7.03,252.56,254.27,254.36,0.946,450
1327,24,10.38,1.49,7.01,253.04000000000002,254.61,255.02,0.946,450
1328,24,10.39,1.49,7.0200000000000005,252.95000000000002,254.48000000000002,254.83,0.946,450
1329,24,10.370000000000001,1.49,7.0,254.03,255.75,256.01,0.947,450
1330,24,10.36,1.49,7.0,253.69,255.44,255.73000000000002,0.946,450
1331,24,10.34,1.49,7.0,254.18,255.72,256.13,0.946,450
1332,24,10.36,1.49,7.01,253.48000000000002,255.09,255.44,0.947,450
1333,24,10.38,1.49,7.0200000000000005,253.11,254.70000000000002,255.02,0.946,450
1334,24,10.370000000000001,1.5,7.0200000000000005,253.04000000000002,254.71,255.05,0.946,450
1335,24,10.36,1.5,7.0200000000000005,252.68,254.32000000000002,254.71,0.946,450
1336,24,10.38,1.5,7.0200000000000005,252.08,253.82000000000002,254.21,0.947,450
1337,24,10.41,1.5,7.05,250.93,252.78,252.96,0.946,450
1338,24,10.44,1.51,7.07,250.27,252.02,252.26000000000002,0.947,450
1339,24,10.43,1.51,7.07,250.88,252.49,252.9,0.946,450
1340,24,10.47,1.51,7.08,249.99,251.51000000000002,251.86,0.947,450
1341,24,10.5,1.51,7.1000000000000005,249.19,250.86,251.05,0.947,450
1342,24,10.48,1.51,7.1000000000000005,249.8,251.64000000000001,251.66,0.947,450
1343,24,10.52,1.52,7.140000000000001,248.81,250.33,250.69,0.947,450
1344,24,10.540000000000001,1.52,7.140000000000001,248.26000000000002,250.03,250.15,0.947,450
1345,24,10.51,1.52,7.140000000000001,248.65,250.5,250.5,0.946,450
1346,24,10.56,1.52,7.15,247.26000000000002,249.17000000000002,249.22,0.947,450
1347,24,10.61,1.53,7.17,246.55,248.34,248.49,0.947,450
1348,24,10.52,1.52,7.140000000000001,247.8,249.62,249.61,0.947,450
1349,24,10.52,1.52,7.140000000000001,247.70000000000002,249.35000000000002,249.41,0.947,450
1350,24,10.55,1.53,7.16,247.54000000000002,249.15,249.22,0.944,480
1351,24,10.540000000000001,1.53,7.16,246.82000000000002,248.52,248.59,0.945,480
1352,24,10.52,1.53,6.55,247.14000000000001,249.0,248.91,0.943,480
1353,24,10.16,1.53,6.5600000000000005,246.24,248.09,248.10000000000002,0.942,480
1354,24,10.22,1.53,6.57,245.85000000000002,247.53,247.65,0.943,480
1355,24,10.57,1.53,6.5600000000000005,246.03,247.82000000000002,247.8,0.943,480
1356,24,10.6,1.53,6.59,244.86,246.64000000000001,246.65,0.943,480
1357,24,10.61,1.54,6.61,244.67000000000002,246.4,246.36,0.943,480
1358,24,10.620000000000001,1.54,6.61,244.08,246.18,246.20000000000002,0.943,480
1359,24,10.66,1.54,6.640000000000001,243.23000000000002,245.02,245.07000000000002,0.943,480
1360,24,10.64,1.54,7.21,243.55,245.64000000000001,245.37,0.943,480
1361,24,10.34,1.56,6.680000000000001,241.31,243.31,243.09,0.943,480
1362,24,10.33,1.56,6.69,241.62,243.65,243.42000000000002,0.943,480
1363,24,10.33,1.57,6.7,241.65,243.64000000000001,243.74,0.942,480
1364,24,10.26,1.57,6.41,244.64000000000001,246.5,246.37,0.943,480
1365,24,10.09,1.51,6.470000000000001,250.78,252.23000000000002,252.68,0.942,480
1366,24,10.07,1.5,6.970000000000001,251.66,253.04000000000002,253.60000000000002,0.944,480
1367,24,10.040000000000001,1.5,6.94,252.69,254.32000000000002,254.71,0.944,480
1368,24,10.0,1.49,6.930000000000001,253.47,255.04000000000002,255.82000000000002,0.943,480
1369,24,10.35,1.5,6.930000000000001,252.79000000000002,254.28,254.96,0.943,480
1370,24,10.36,1.5,6.94,252.61,254.08,254.74,0.944,480
1371,24,10.33,1.49,6.9,254.01000000000002,255.42000000000002,256.02,0.944,480
1372,24,10.370000000000001,1.5,6.94,252.72,254.08,254.73000000000002,0.944,480
1373,24,10.33,1.49,7.55,254.02,255.44,256.06,0.944,480
1374,24,10.35,1.5,7.55,253.85000000000002,255.31,255.86,0.945,480
1375,24,10.31,1.49,7.54,254.29000000000002,255.9,256.24,0.944,480
1376,24,10.33,1.49,7.5600000000000005,253.01000000000002,254.59,254.91,0.944,480
1377,24,10.32,1.49,7.5600000000000005,253.38,254.86,255.38,0.945,480
1378,24,10.31,1.49,7.55,253.15,254.71,255.28,0.944,480
1379,24,10.28,1.49,7.54,253.48000000000002,254.87,255.49,0.944,480
1380,24,10.290000000000001,1.49,7.54,253.10000000000002,254.68,255.03,0.942,510
1381,24,10.33,1.49,7.57,251.61,253.23000000000002,253.54000000000002,0.941,510
1382,24,10.34,1.5,7.58,251.44,252.88,253.37,0.941,510
1383,24,10.35,1.5,7.58,251.71,253.15,253.62,0.941,510
1384,24,10.370000000000001,1.5,7.59,250.54000000000002,252.04000000000002,252.49,0.941,510
1385,24,10.33,1.5,7.58,250.63,252.52,252.65,0.941,510
1386,24,10.39,1.51,7.61,249.42000000000002,251.10000000000002,251.35000000000002,0.942,510
1387,24,10.03,1.51,7.09,249.70000000000002,251.44,251.62,0.94,510
1388,24,10.040000000000001,1.51,7.61,249.84,251.60000000000002,251.69,0.941,510
1389,24,10.06,1.51,7.62,249.26000000000002,251.02,251.27,0.941,510
1390,24,10.06,1.51,7.63,248.55,250.35000000000002,250.4,0.941,510
1391,24,10.06,1.51,7.640000000000001,248.42000000000002,250.3,250.42000000000002,0.941,510
1392,24,10.11,1.52,7.640000000000001,247.84,249.55,249.63,0.939,510
1393,24,10.450000000000001,1.52,7.04,248.09,249.92000000000002,249.97,0.941,510
1394,24,10.42,1.51,6.5,247.92000000000002,249.89000000000001,250.31,0.939,510
1395,24,10.42,1.51,7.0200000000000005,247.64000000000001,249.39000000000001,249.57000000000002,0.941,510
1396,24,10.48,1.53,7.0600000000000005,245.73000000000002,247.58,247.78,0.941,510
1397,24,10.52,1.53,7.08,244.96,246.63,247.0,0.941,510
1398,24,10.55,1.54,7.1000000000000005,244.21,245.96,245.97,0.941,510
1399,24,10.51,1.52,7.08,244.96,247.07000000000002,247.08,0.94,510
1400,24,10.56,1.54,7.11,243.75,245.62,245.69,0.941,510
1401,24,10.52,1.54,7.12,243.82000000000002,245.86,246.02,0.94,510
1402,24,10.200000000000001,1.55,7.7700000000000005,243.08,244.86,245.14000000000001,0.941,510
1403,24,10.34,1.58,7.24,241.08,242.61,242.85000000000002,0.941,510
1404,24,10.31,1.57,7.220000000000001,241.10000000000002,242.91,243.19,0.941,510
1405,24,10.25,1.56,6.4,243.41,245.53,245.48000000000002,0.939,510
1406,24,10.24,1.57,6.930000000000001,244.63,246.59,246.79000000000002,0.94,510
1407,24,9.93,4.91,6.41,254.34,255.4,256.49,0.939,510
1408,24,9.89,4.91,6.38,255.10000000000002,256.31,257.13,0.937,510
1409,24,9.85,4.91,6.36,256.3,257.46000000000004,258.62,0.938,510
1410,24,9.83,1.48,6.36,256.15999999999997,257.93,258.66,0.934,540
1411,24,9.82,1.48,6.3500000000000005,256.91,258.59000000000003,258.95,0.935,540
1412,24,9.83,1.49,6.3500000000000005,256.76,258.58,259.02,0.936,540
1413,24,9.81,1.49,6.34,257.43,259.18,259.73,0.935,540
1414,24,9.83,1.48,6.36,256.53000000000003,258.28000000000003,258.85,0.935,540
1415,24,9.870000000000001,1.49,6.38,255.68,257.34000000000003,257.73,0.936,540
1416,24,9.82,1.48,7.5200000000000005,256.83,258.37,258.89,0.937,540
1417,24,9.83,1.49,7.5200000000000005,256.51,258.17,258.49,0.938,540
1418,24,9.84,1.49,7.5200000000000005,256.56,258.09000000000003,258.6,0.938,540
1419,24,9.83,1.48,7.5200000000000005,256.71000000000004,258.29,258.63,0.937,540
1420,24,9.83,1.49,7.53,256.66,258.29,258.59000000000003,0.938,540
1421,24,9.83,1.49,7.53,256.62,258.17,258.63,0.938,540
1422,24,9.83,1.49,7.53,256.49,257.95,258.31,0.938,540
1423,24,9.84,1.49,7.54,255.84,257.58,257.87,0.938,540
1424,24,9.84,1.49,7.53,256.07,257.69,257.99,0.938,540
1425,24,9.84,1.49,7.55,255.61,256.98,257.35,0.938,540
1426,24,9.83,1.49,7.55,255.97,257.52,257.93,0.937,540
1427,24,9.870000000000001,1.5,7.57,254.72,256.19,256.47,0.938,540
1428,24,9.86,1.5,7.57,254.73000000000002,256.35,256.66,0.938,540
1429,24,9.86,1.5,7.57,254.4,256.05,256.32,0.938,540
1430,24,9.870000000000001,1.5,7.5600000000000005,254.68,256.38,256.42,0.938,540
1431,24,9.88,1.5,7.58,253.67000000000002,255.36,255.54000000000002,0.938,540
1432,24,9.870000000000001,1.67,7.59,253.79000000000002,255.34,255.79000000000002,0.938,540
1433,24,9.85,1.5,7.58,254.21,255.71,256.04,0.938,540
1434,24,9.88,1.5,7.07,253.34,254.91,255.19,0.936,540
1435,24,9.84,1.5,6.42,254.10000000000002,255.63,256.18,0.935,540
1436,24,9.84,1.5,6.430000000000001,253.84,255.31,255.96,0.935,540
1437,24,9.89,1.51,6.46,253.32000000000002,255.10000000000002,255.22,0.936,540
1438,24,9.9,1.51,6.48,253.01000000000002,254.55,255.03,0.936,540
1439,24,9.93,1.52,6.5,251.59,253.32000000000002,253.70000000000002,0.936,540
1440,24,9.92,1.51,6.5,252.11,253.82000000000002,253.99,0.932,570
1441,24,9.98,1.53,6.53,250.51000000000002,252.27,252.37,0.933,570
1442,24,10.02,1.53,6.5600000000000005,249.06,250.85000000000002,251.04000000000002,0.933,570
1443,24,10.040000000000001,1.53,6.58,248.47,250.15,250.36,0.933,570
1444,24,10.1,1.54,6.62,246.76000000000002,248.58,248.54000000000002,0.933,570
1445,24,10.15,1.55,6.65,245.51000000000002,247.34,247.49,0.933,570
1446,24,10.200000000000001,1.56,6.69,244.57000000000002,246.46,246.5,0.933,570
1447,24,10.16,1.56,6.67,245.97,247.84,248.08,0.933,570
1448,24,10.26,1.58,6.73,244.73000000000002,246.51000000000002,246.33,0.933,570
1449,24,9.75,1.54,6.61,247.75,247.70000000000002,246.86,0.934,570
1450,24,9.68,1.53,6.59,248.28,248.25,247.39000000000001,0.933,570
1451,24,9.68,1.53,6.6000000000000005,248.22,248.27,247.5,0.935,570
1452,24,9.67,1.53,6.59,248.47,248.18,247.54000000000002,0.934,570
1453,24,9.69,1.53,7.11,247.51000000000002,247.27,246.44,0.935,570
1454,24,9.66,1.53,7.11,248.18,248.11,247.15,0.935,570
1455,24,9.69,1.54,7.13,247.75,247.62,246.32000000000002,0.935,570
1456,24,9.73,1.55,7.15,247.01000000000002,246.8,245.76000000000002,0.935,570
1457,24,9.74,1.55,7.19,246.98000000000002,246.77,245.79000000000002,0.935,570
1458,24,9.68,1.55,7.8100000000000005,250.04000000000002,249.84,248.52,0.935,570
1459,24,9.870000000000001,1.58,7.37,246.49,246.83,245.91,0.935,570
1460,24,10.01,1.57,7.37,241.74,241.56,240.53,0.935,570
1461,24,10.02,1.57,6.78,241.66,241.5,240.68,0.935,570
1462,24,10.01,1.57,6.8,241.84,241.64000000000001,240.63,0.935,570
1463,24,9.98,1.57,6.78,243.14000000000001,242.94,241.66,0.934,570
1464,24,10.01,1.57,6.79,242.85000000000002,242.76000000000002,241.94,0.935,570
1465,24,9.94,1.57,6.75,244.53,244.41,243.48000000000002,0.934,570
1466,24,9.96,1.57,6.79,243.31,243.3,242.49,0.935,570
1467,24,10.370000000000001,1.57,6.7,246.33,246.13,245.02,0.934,570
1468,24,10.16,5.09,6.61,251.26000000000002,250.73000000000002,250.03,0.933,570
1469,24,10.19,5.12,6.6000000000000005,250.71,249.91,249.70000000000002,0.934,570
1470,24,9.67,1.53,6.57,251.84,251.49,250.79000000000002,0.931,600
1471,24,10.03,1.53,6.57,251.61,251.28,250.59,0.931,600
1472,24,10.51,5.16,6.61,250.93,250.36,249.93,0.933,600
1473,24,10.55,1.54,7.23,247.92000000000002,248.17000000000002,247.14000000000001,0.932,600
1474,24,10.77,1.57,7.37,241.56,241.63,240.46,0.932,600
1475,24,9.98,1.59,7.46,238.66,238.44,237.60000000000002,0.932,600
1476,24,10.0,1.6,7.48,238.0,238.04000000000002,237.01000000000002,0.932,600
1477,24,10.02,1.61,7.48,237.9,237.91,236.94,0.933,600
1478,24,10.01,1.61,7.45,240.21,240.06,238.93,0.932,600
1479,24,9.88,1.53,7.73,248.98000000000002,248.68,247.60000000000002,0.932,600
1480,24,9.83,1.53,7.71,250.04000000000002,250.13,248.8,0.932,600
1481,24,9.86,1.53,6.84,249.24,248.98000000000002,247.87,0.932,600
1482,24,9.85,1.53,6.84,249.87,249.4,248.32000000000002,0.931,600
1483,24,9.82,1.53,7.71,250.47,250.16,248.83,0.932,600
1484,24,9.86,1.53,7.720000000000001,249.27,248.93,247.78,0.933,600
1485,24,9.84,1.54,7.75,249.19,249.04000000000002,247.69,0.933,600
1486,24,9.84,1.54,6.86,249.23000000000002,248.88,247.55,0.93,600
1487,24,9.77,1.53,6.79,250.96,250.68,249.56,0.93,600
1488,24,9.8,1.53,7.71,251.18,250.87,249.51000000000002,0.933,600
1489,24,9.77,1.53,6.8500000000000005,250.77,250.46,249.4,0.931,600
1490,24,9.76,1.53,5.88,250.92000000000002,250.75,249.71,0.93,600
1491,24,9.75,1.55,6.3100000000000005,252.49,252.33,251.24,0.93,600
1492,24,9.82,1.54,7.71,250.43,250.23000000000002,249.20000000000002,0.932,600
1493,24,10.08,1.57,6.96,241.41,241.16,240.28,0.932,600
1494,24,10.58,1.57,7.82,239.61,239.5,238.78,0.934,600
1495,24,10.71,1.58,7.9,236.58,236.44,235.85000000000002,0.932,600
1496,24,10.69,1.58,7.91,236.39000000000001,236.4,235.73000000000002,0.934,600
1497,24,10.69,1.58,7.91,235.59,235.54000000000002,234.79000000000002,0.933,600
1498,24,10.72,1.59,7.95,234.59,234.43,233.42000000000002,0.933,600
1499,24,10.75,1.6,7.95,234.11,233.9,232.78,0.933,600
1500,24,10.75,1.6,7.94,233.83,233.94,232.69,0.93,630
1501,24,10.74,1.6,7.34,234.07000000000002,234.18,233.02,0.929,630
1502,24,10.74,1.59,7.33,234.92000000000002,234.91,233.91,0.93,630
1503,24,10.76,1.6,7.37,233.87,233.71,232.58,0.93,630
1504,24,10.71,1.59,7.3500000000000005,235.22,235.18,233.94,0.929,630
1505,24,10.72,1.59,7.33,235.19,235.01000000000002,234.03,0.929,630
1506,24,10.67,1.58,7.3100000000000005,236.07000000000002,236.10000000000002,235.28,0.93,630
1507,24,10.78,1.6,7.38,233.79000000000002,234.03,232.87,0.93,630
1508,24,10.72,1.59,7.37,235.13,235.41,234.54000000000002,0.929,630
1509,24,10.72,1.6,7.970000000000001,234.49,234.67000000000002,233.78,0.93,630
1510,24,10.82,1.6199999999999999,8.02,232.25,232.38,231.67000000000002,0.931,630
1511,24,10.83,1.6199999999999999,8.03,232.29000000000002,232.26000000000002,231.59,0.93,630
1512,24,10.81,1.63,8.07,233.07000000000002,232.96,232.52,0.931,630
1513,24,10.75,1.6199999999999999,6.2,234.05,234.25,233.57000000000002,0.929,630
1514,24,10.67,1.6199999999999999,6.17,237.38,237.51000000000002,236.82000000000002,0.928,630
1515,24,10.620000000000001,1.57,7.88,241.14000000000001,241.12,240.37,0.93,630
1516,24,10.540000000000001,1.56,7.32,243.37,243.49,242.66,0.93,630
1517,24,10.58,1.56,7.33,242.35000000000002,242.61,241.65,0.929,630
1518,24,10.52,1.56,7.28,243.64000000000001,243.70000000000002,243.14000000000001,0.93,630
1519,24,10.58,1.56,7.8100000000000005,242.24,242.46,241.46,0.93,630
1520,24,10.52,1.56,7.79,243.56,243.53,242.87,0.93,630
1521,24,10.53,1.56,7.8,243.35000000000002,243.34,242.45000000000002,0.93,630
1522,24,10.53,1.56,7.8,243.27,243.22,242.43,0.93,630
1523,24,10.55,1.56,7.8100000000000005,242.84,242.52,241.77,0.93,630
1524,24,10.55,1.57,7.82,242.45000000000002,242.25,241.44,0.93,630
1525,24,10.55,1.57,7.83,242.33,242.14000000000001,241.31,0.93,630
1526,24,10.57,1.58,7.83,241.81,241.53,240.74,0.93,630
1527,24,10.97,1.58,7.86,240.4,240.48000000000002,239.74,0.931,630
1528,24,10.98,1.58,7.87,240.23000000000002,240.14000000000001,239.42000000000002,0.93,630
1529,24,11.02,1.59,7.9,239.19,238.93,238.19,0.931,630
1530,24,11.03,1.59,7.9,239.04000000000002,238.83,238.33,0.928,660
1531,24,11.120000000000001,1.6,7.95,236.85000000000002,236.81,236.14000000000001,0.928,660
1532,24,11.17,1.6,7.96,235.81,235.82000000000002,235.10000000000002,0.928,660
1533,24,11.17,1.6,7.96,235.83,235.87,235.27,0.928,660
1534,24,11.26,1.61,8.02,233.95000000000002,233.72,233.10000000000002,0.928,660
1535,24,11.3,1.6199999999999999,8.04,233.43,233.36,232.74,0.929,660
1536,24,11.370000000000001,1.63,8.1,232.17000000000002,232.33,231.54000000000002,0.928,660
1537,24,11.32,1.64,8.14,234.32000000000002,234.45000000000002,233.18,0.926,660
1538,24,10.96,1.6199999999999999,8.04,232.47,232.34,231.3,0.928,660
1539,24,10.91,1.61,7.99,234.16,234.28,233.39000000000001,0.928,660
1540,24,10.94,1.61,8.02,233.54000000000002,233.8,232.88,0.928,660
1541,24,11.22,1.6,7.99,233.91,233.82000000000002,233.15,0.929,660
1542,24,10.89,1.61,8.02,233.27,233.29000000000002,232.37,0.927,660
1543,24,11.18,1.61,7.99,233.71,233.68,232.93,0.929,660
1544,24,11.26,1.6199999999999999,8.02,232.49,232.61,231.76000000000002,0.928,660
1545,24,10.82,1.61,8.01,233.09,233.17000000000002,231.8,0.927,660
1546,24,10.86,1.6199999999999999,8.03,232.10000000000002,232.23000000000002,231.37,0.928,660
1547,24,10.81,1.6199999999999999,8.02,232.88,232.86,231.92000000000002,0.927,660
1548,24,10.9,1.64,8.1,231.14000000000001,231.27,230.21,0.928,660
1549,24,10.72,1.6199999999999999,6.180000000000001,236.26000000000002,236.32000000000002,235.5,0.926,660
1550,24,10.86,1.55,6.8100000000000005,244.9,245.07000000000002,244.01000000000002,0.927,660
1551,24,10.790000000000001,1.54,7.24,246.28,246.63,245.57000000000002,0.926,660
1552,24,10.790000000000001,1.54,7.220000000000001,246.4,246.85000000000002,245.71,0.926,660
1553,24,10.73,1.54,7.71,247.88,248.07000000000002,247.13,0.927,660
1554,24,10.77,1.54,7.720000000000001,247.35000000000002,247.57000000000002,246.55,0.927,660
1555,24,10.76,1.54,7.720000000000001,247.21,247.67000000000002,246.47,0.927,660
1556,24,10.76,1.54,7.73,247.21,247.73000000000002,246.46,0.927,660
1557,24,10.77,1.55,7.73,246.79000000000002,247.12,245.8,0.927,660
1558,24,10.76,1.54,7.73,246.67000000000002,246.84,245.70000000000002,0.927,660
1559,24,10.75,1.54,7.73,246.73000000000002,246.99,245.8,0.927,660
1560,24,10.790000000000001,1.54,7.73,245.97,246.10000000000002,245.19,0.924,690
1561,24,10.78,1.54,7.73,246.35000000000002,246.3,245.28,0.924,690
1562,24,10.8,1.55,7.75,245.39000000000001,245.23000000000002,244.38,0.924,690
1563,24,10.81,1.55,7.76,244.59,244.67000000000002,243.63,0.924,690
1564,24,10.86,1.55,7.79,243.33,243.61,242.46,0.925,690
1565,24,10.92,1.56,7.8100000000000005,242.08,242.41,241.15,0.924,690
1566,24,10.91,1.56,7.8,242.4,242.75,241.62,0.924,690
1567,24,10.91,1.56,7.8,242.5,242.62,241.72,0.925,690
1568,24,10.92,1.56,7.8100000000000005,242.20000000000002,242.43,241.51000000000002,0.925,690
1569,24,10.92,1.57,7.8100000000000005,242.17000000000002,242.21,241.26000000000002,0.925,690
1570,24,10.96,1.57,7.82,241.42000000000002,241.66,240.52,0.924,690
1571,24,10.91,1.57,7.82,241.60000000000002,241.8,240.93,0.925,690
1572,24,10.94,1.57,7.83,241.10000000000002,241.09,240.11,0.924,690
1573,24,10.59,1.57,7.83,240.84,241.05,240.13,0.924,690
1574,24,10.63,1.58,7.86,240.10000000000002,240.16,238.95000000000002,0.924,690
1575,24,10.700000000000001,1.58,7.890000000000001,238.66,238.38,237.47,0.924,690
1576,24,10.72,1.58,7.88,238.97,239.24,238.03,0.924,690
1577,24,11.18,1.6,7.94,236.48000000000002,237.05,235.79000000000002,0.925,690
1578,24,10.790000000000001,1.59,7.91,237.52,237.87,236.75,0.925,690
1579,24,11.17,1.59,7.94,236.67000000000002,237.13,235.96,0.924,690
1580,24,11.09,1.59,7.430000000000001,237.41,237.75,236.63,0.924,690
1581,24,11.18,1.61,7.970000000000001,235.97,236.61,235.5,0.924,690
1582,24,11.11,1.6,7.92,237.09,237.32000000000002,236.20000000000002,0.924,690
1583,24,10.74,1.59,7.92,237.60000000000002,237.72,236.58,0.924,690
1584,24,10.66,1.59,7.91,238.19,238.19,237.39000000000001,0.924,690
1585,24,10.700000000000001,1.59,7.33,237.12,237.48000000000002,236.56,0.923,690
1586,24,11.02,1.59,7.34,237.04000000000002,237.09,236.26000000000002,0.924,690
1587,24,11.02,1.6,7.34,237.22,237.26000000000002,236.43,0.924,690
1588,24,10.69,1.61,7.38,236.02,236.26000000000002,235.16,0.924,690
